,strain,cluster,in_ocs,lean,sweet,strawberry,earthy,blue cheese,sage,honey,rose,tree fruit,violet,coffee,pear,spicy/herbal,tropical,pungent,tea,apricot,mint,pepper,flowery,ammonia,blueberry,berry,chemical,pine,woody,lime,plum,nutty,citrus,orange,mango,diesel,lemon,pineapple,apple,grape,menthol,chestnut,skunk,grapefruit,peach,butter,lavender,tar,tobacco,vanilla,focused,inflammation,dizzy,energetic,lack of appetite,happy,creative,muscle spasms,sleepy,stress,tingly,aroused,anxious,nausea,fatigue,cramps,uplifted,headache,talkative,paranoid,hungry,giggle,depression,relaxed,pain,seizures,euphoric,spasticity,eye pressure,headaches,insomnia,strain_type
1610,Rene,3,0,0.5,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013487476,0.553699284,0.089918256,1,,,,1,0.486077963,,,,,,0.683373111,0.863198459,,1,,,0.580381471,0.937947494,0.574023615,,,,,0.438692098,,hybrid
1611,Rene Mist,3,0,0.65,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.6,1,,0.4,,1,,0.428571429,,,,,0.571428571,,,,0.857142857,,0.6,0.857142857,1,,,,,,,indica
1612,Ringo's Gift,0,0,0.54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,0.926333907,,,,0.624254862,,,,0.935398738,,,0.012062726,,0.754102123,,0.815792045,0.100603136,,,,,0.838783706,0.951040751,1,,0.68054334,,,,,hybrid
1613,Rip City Purps,2,0,0.86,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,0.125,,1,,,,,,,,1,0.125,,,,0.125,,1,1,,,0.25,,,,1,indica
1614,Ripped Bubba,2,0,0.642447377,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952003339,,0.113122172,,,0.236644407,0.140233723,,,0.160567246,,,0.022624434,1,,,0.958263773,1,,,,,0.123970723,1,0.135407136,,,,,0.912625801,,hybrid
1615,Road Dawg,0,0,0.43,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,0.333333333,0.769230769,1,1,,,,1,,,0.166666667,,,,0.538461538,,,,,,0.75,0.615384615,,,0.538461538,,0.75,0.875,,hybrid
1616,Rob Ford Kush,0,0,0.61,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.84,,,0.16,0.192307692,,,,1,,0.769230769,,,,,,,,,0.192307692,,0.88,1,0.2,,0.923076923,,,,,hybrid
1617,Rockbud,2,0,0.8,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0.814814815,,,0.153846154,,,0.961538462,1,,,,,0.814814815,,0.115384615,0.074074074,,0.074074074,,,0.962962963,1,0.925925926,,0.192307692,,,0.851851852,,indica
1618,Rocket Fuel,1,0,0.61,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,0.611111111,0.5,0.5,,,1,,,1,,,,,,,,,,,0.583333333,0.777777778,,0.694444444,,,0.444444444,0.833333333,hybrid
1619,Rocklock,3,0,0.8,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.166666667,,,0.929319372,0.767015707,0.387445887,,1,,,,,,0.87012987,0.922774869,0.083333333,1,0.166666667,,,0.398268398,0.812827225,0.699134199,,,,,,,indica
1620,Rockstar,1,0,0.72,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0.233157934,,,0.457384978,,,0.581346607,1,,,0.665383352,,,,0.684708071,,,0.394417581,,,0.731998027,1,0.891079167,,0.414249028,,,0.718296163,0.746105063,indica
1621,Rockstar Kush,1,0,0.88,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,0.323473734,0.010476978,,0.514671084,0.387635198,,,0.712378155,0.871746332,,,,,0.521296735,,,0.06010477,,0.026192446,0.55267726,,,1,,,0.327146482,,,,1,indica
1622,Rockstar Master Kush,1,0,0.95,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.142857143,,,0.6,,,0.466666667,1,,,,,0.375,,,0.142857143,,,0.666666667,,0.375,1,1,,0.933333333,,,,,indica
1623,Rocky Dennis,3,0,0.5,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0.341463415,,,0.922222222,,,0.533333333,1,,,,,0.774193548,,0.766666667,,,,,,1,0.616666667,0.782258065,,1,,,0.451612903,,hybrid
1624,Rocky Mountain Blueberry,2,0,0.88,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.826086957,1,,,,0.304347826,0.807692308,,,,0.130434783,,1,,,0.333333333,,,1,0.346153846,,,0.423076923,,,,0.869565217,indica
1625,Rocky Mountain High,0,0,0.56,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,0.181818182,,0.333333333,,,,0.212121212,,,0.833333333,,,1,0.833333333,0.333333333,,0.909090909,,,1,,,0.333333333,0.909090909,1,,1,,,,,hybrid
1626,Rollex OG Kush,3,0,0.6,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.796903133,0.794459339,,,0.813226095,,0.656103709,,0.57400072,1,,,,,,,,0.021538462,,0.021538462,,,0.943699732,1,,,0.73064458,,,,0.463806971,hybrid
1627,Rolls Choice,2,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,0.465656566,,0.436807095,,,0.778787879,,,,1,0.493939394,,0.235033259,,,,,,,0.223946785,,,0.650176678,1,0.685512367,,0.715151515,,,0.451118963,0.564193168,sativa
1628,Romulan,1,0,0.75,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.527681035,,,0.824203026,,,0.789894711,1,,,,,,,0.53797667,0.325890106,,0.295945294,,,0.651909642,1,0.719594439,,0.627237264,,,0.311491285,0.592611593,indica
1629,Romulan Grapefruit,0,0,0.669722064,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,0.14863103,,,0.83029672,,0.416666667,0.415408641,1,,,0.102998696,,,,0.67933368,0.036505867,,,,,0.931372549,1,0.482843137,,0.773034878,,,,0.620098039,indica
1630,Romulan Haze,0,0,0.291694879,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.909090909,,,,0.984375,,,,,,,0.045454545,,0.045454545,,0.65625,,0.640625,0.045454545,0.65625,,0.045454545,1,1,,,,0.045454545,,,sativa
1631,Root Beer Kush,3,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.880478088,,0.589641434,1,,,1,,,1,0.029615005,,0.086870681,0.529880478,,,0.919421488,,,0.903257651,,0.024679171,,0.609561753,,,,,sativa
1632,Rose Bud,2,0,0.88,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047619048,0.75,,0.53125,0.875,0.235294118,,1,,,0.047619048,0.764705882,,0.588235294,,,0.6875,0.047619048,,,,1,,,,,,,0.352941176,indica
1633,Royal Chemdawg,0,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,1,1,,,0.924050633,0.063291139,,0.063291139,1,,,,,,,,,,,0.063291139,,,1,0.986666667,,,,,0.04,0.04,hybrid
1634,Royal Dwarf,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,0.010169492,,,1,,0.1125,,0.725,,,,,,,0.871391076,,0.750656168,,,0.653543307,0.1125,0.37007874,0.15,,,,,,1,hybrid
1635,Royal Haze,0,0,0.15,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0.75,,,,,0.25,,0.9,0.142857143,0.5,,,,1,,0.5,,0.6,,0.125,,,sativa
1636,Royal Highness,1,0,0.5,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.877155172,0.682464455,0.653017241,,,,1,,,,,,,0.642241379,0.06097561,,,,,0.706161137,0.920258621,0.45971564,,,,,,0.36492891,hybrid
1637,Royal Kush,1,0,0.5,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,0.181069259,,0.574854579,1,,0.649828274,0.568498009,1,,,0.061634971,,,,,,,0.117516462,0.735525367,,0.718617856,0.950412522,,,0.677238863,,,,0.750997598,hybrid
1638,Rubicon,2,0,0.575,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.568627451,,,,1,,,,1,0.098039216,,0.034482759,,,,0.137254902,,,,,0.450980392,0.509803922,0.68627451,0.196078431,,,0.431372549,,,,hybrid
1639,RudeBoi OG,3,0,0.61,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.281794095,,0.304670913,,,0.850492051,,,,1,,,0.885350318,,0.346478873,,0.589137017,,,0.828025478,,,0.747283702,1,0.455130785,,0.785957608,,,,0.296177062,hybrid
1640,Rug Burn OG,0,0,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,0.084685361,,,0.546365676,,,0.635756216,1,,,0.009565788,0.265059436,,,0.357657615,,,,,,0.849739549,1,0.836115934,,0.469908844,,,,0.815680513,hybrid
1641,Russian Assassin,1,0,0.86,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,0.767857143,,,,0.056179775,,,0.943820225,0.982142857,0.988764045,,,0.027522936,,,,,0.779816514,,0.027522936,0.767857143,,,1,1,,1,,,0.966292135,,indica
1642,Russian Rocket Fuel,3,0,0.4,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0.006423983,0.878669276,0.872047244,0.919765166,0.277886497,,,1,,,,0.761811024,,,,,,0.012847966,0.890410959,,0.151574803,1,0.157480315,,,,,,,hybrid
1643,SAGE,3,0,0.5,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.434326711,0.344498622,,0.560338484,0.883692053,0.461782561,,,0.690765269,,,,,,,0.671219647,0.028831885,,0.050455798,,,0.688557763,1,1,,0.940673289,,,,,hybrid
1644,SFV Dog,2,0,0.49,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,0.752688172,,,,,0.892473118,,,,0.992857143,,,,,0.021428571,,0.166666667,,,0.038461538,,,0.042857143,0.193548387,1,,1,,,,0.028571429,hybrid
1645,SFV OG,0,0,0.28,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,0.449067312,,0.226840357,,,0.853247885,,0.448660238,,0.973153824,,,0.185378379,,,,0.762666244,0.195092994,,,,,0.867846822,1,1,,0.726244922,,,0.448155115,,sativa
1646,SFV OG Kush,1,0,0.9,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.213758134,,,0.800032751,,0.329871496,0.593024072,0.822295987,,,,,,,,0.087754265,,0.211823671,,0.648817461,0.63805173,1,1,,0.731560109,,,,0.398823413,indica
1647,Sage N Sour,3,0,0.25,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.763800905,1,,0.571346705,,,,0.995802728,0.730659026,,0.745701357,,0.41343127,,0.813753582,,,0.771040724,,,0.624344176,,0.721930745,,0.52722063,,1,,,sativa
1648,Salmon River OG,1,0,0.75,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047566976,,,0.401600346,,0.339902439,0.382893599,0.907707317,,,,,,,0.382785467,0.068890104,,,,,1,1,1,,0.450908304,,,,0.849170732,indica
1649,Santa Maria,3,0,0.35,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0.032258065,0.647617433,0.549270073,1,,,,1,,,0.024193548,,,,0.398677294,,,0.160669975,,0.625572325,0.996046229,0.678480583,0.102493917,,,,,0.082725061,,sativa
1650,Santa Sativa,2,0,0.3,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0.258064516,,,,,,0.838709677,,1,1,,,0.5,,0.5,0.258064516,,,,1,,0.774193548,,1,,,sativa
1651,Sapphire Scout,2,0,0.56,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.571428571,0.88,,,0.96,1,,,0.8,,,,0.6,,,,,,0.642857143,1,0.357142857,,0.56,,,,0.714285714,hybrid
1652,Sapphire Star,2,0,0.5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,0.551020408,0.833333333,0.954545455,0.530612245,0.958333333,1,,,,,,,0.045454545,,,0.875,0.571428571,,,0.954545455,0.87755102,,1,,0.958333333,,,,,,,hybrid
1653,Sasquatch Sap,2,0,0.57,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,0.548387097,1,0.64516129,0.741935484,,,0.193548387,,,,,0.096774194,,0.741935484,,,1,1,,0.096774194,,,,,,,,0.193548387,hybrid
1654,Satellite OG,2,0,0.94,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0.017892644,,0.761363636,0.776712329,0.853424658,,,0.778409091,,,0.097415507,,,,0.642465753,,,0.274353877,,,0.772727273,0.734246575,,,1,,,,0.772727273,indica
1655,Satori,3,0,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,0.010771993,0.883164673,0.597560976,0.210671573,0.95124195,0.597560976,,1,,,0.010771993,,,,0.967801288,,,0.021543986,,,,,0.725609756,,,,,,0.707317073,hybrid
1656,Saturn OG,0,0,0.51,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,0.961904762,0.87593985,,,0.004608295,0.834586466,,,0.161904762,,,0.00921659,,,1,1,0.041353383,,0.177777778,,,,0.180451128,hybrid
1657,Schrom,0,0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,0.262135922,0.118421053,1,0.32038835,0.118421053,,0.276315789,,,,,,,0.970873786,0.5,,,,,0.276315789,0.970873786,1,,,,,,,sativa
1658,Scooby Snacks,3,0,0.65,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.309497386,,,,0.66933365,,,0.495055518,1,,,,0.437195175,,,0.547919885,0.221276596,,,,,0.932858269,1,0.502248766,,0.569486804,,,,,indica
1659,Scott's OG,0,0,0.565,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.27388535,,,0.75310559,,,0.422360248,1,,,,0.351898734,,,0.468944099,0.012738854,,0.012738854,,,0.665822785,1,0.997468354,,0.717391304,,,,0.432911392,hybrid
1660,Scout's Honor,1,0,0.6,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.756756757,,1,0.681034483,,,0.280172414,1,,,0.756756757,,,0.569230769,,,,0.756756757,0.280172414,,1,1,,,0.642241379,,,,0.707692308,hybrid
1661,Seattle Blue,2,0,0.5,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142857143,,,0.571428571,0.571428571,0.375,,0.75,,,0.142857143,,,,0.642857143,,,0.142857143,,,0.25,0.642857143,1,,1,,,,0.75,hybrid
1662,Seattle Cough,0,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,0.5,0.142857143,0.863636364,,0.909090909,1,,,0.5,,,,0.3,0.6,,0.954545455,0.142857143,,0.428571429,,,1,,,,0.636363636,,,,,sativa
1663,SeattleSoda,3,0,0.45,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0.428571429,,,,,,1,,,,,,,1,,0.428571429,,1,,,1,,,,,hybrid
1664,Secret Recipe,3,0,0.5,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.720216606,0.247104247,0.00610998,,0.72972973,0.895306859,,,,1,,,0.036659878,0.847490347,,,0.85198556,,,0.024439919,0.924187726,,0.181467181,1,,,,,,,,hybrid
1665,Sensi Skunk,0,0,0.8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,0.279055052,,0.042168675,,0.391459075,0.619700485,,,,0.857651246,,,,,,,,0.168674699,,0.084337349,0.372917106,,,1,1,,0.575406032,,,0.341637011,0.658362989,indica
1666,Sensi Star,0,1,0.65,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,0.221324475,,,0.606417528,,,0.47267526,1,,,0.1521625,,,,,,,0.151204808,,0.376948347,0.711513427,1,0.873661686,,0.363952784,,,0.391974824,0.523218379,indica
1667,Sequoia Strawberry,2,0,0.08,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.666666667,0.553571429,1,0.44047619,,0.630952381,,,,0.892857143,,,1,,0.553571429,,1,,,1,,,0.607142857,0.44047619,1,,,,,,,sativa
1668,Serious 6,2,0,0.5,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,0.040816327,,1,,,0.356643357,,,0.12244898,,,1,,0.06122449,,0.356643357,,,0.5,,,0.06122449,0.993006993,,,,,1,,,hybrid
1669,Serious Happiness,3,0,0.575,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86971831,,0.072727273,,0.411764706,1,,,,1,,,0.309090909,,0.078431373,,0.23943662,,,0.545454545,,,0.901960784,0.23943662,0.235294118,,0.908450704,,,,,hybrid
1670,Sexxpot,3,0,1,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.978723404,0.4,0.946808511,,0.4,,0.6,,1,,,0.4,,,,,0.5,,,,0.946808511,1,,1,,,,,indica
1671,Shaman,0,0,0.15,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0.9375,0.68852459,1,,,0.875,0.84375,0.68852459,,1,,,,,0.786885246,,1,0.111111111,,0.222222222,,,,,,,0.875,,,0.737704918,,sativa
1672,Shangri-La,0,0,0.4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.551401869,,,,0.643298969,0.253608247,0.423676012,,0.806853583,,,0.308411215,0.411214953,,,0.991752577,0.61682243,,0.308411215,,,,1,1,,0.804123711,,,,,hybrid
1673,Shark Attack,1,0,0.7,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.959731544,,0.117241379,,,0.973154362,,,,1,0.959731544,,,,,0.333333333,,0.013793103,,0.131034483,,,,1,1,,0.959731544,,,0.333333333,0.666666667,indica
1674,Shark Bite,2,0,0.5,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.473684211,,1,0.578947368,,,,,,1,,,1,,,0.1,,,0.473684211,,,,0.2,0.578947368,0.8,,1,,,0.9,,hybrid
1675,Shark Shock,3,0,0.8,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.670836776,0.437099328,,,0.648214388,,,,0.890001219,,,0.021061541,,0.54590959,,0.401928186,0.177360345,,,0.430738461,,0.802649047,1,1,,0.381220591,,,,,indica
1676,Sharksbreath,2,0,0.71,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,0.928853755,,0.146341463,,,0.956521739,,,0.76284585,1,,,,,0.170212766,,,0.136585366,,0.019512195,0.782608696,,0.872340426,1,0.468085106,,,,,,0.212765957,indica
1677,Sherbert,2,0,0.45,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.183765703,,0.507615679,0.832915165,0.439435267,,,1,,,0.167311854,,,,0.615590187,,,0.20023074,,,0.720468424,1,0.698112926,,0.747719586,,,,0.428165572,hybrid
1678,Shiatsu Kush,3,0,0.58,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0.977207977,,0.212209302,0.523809524,0.404761905,,0.571428571,0.264534884,,,0.008547009,1,0.209302326,,,,,0.202279202,,,0.247093023,1,,,0.523809524,,,,,hybrid
1679,Shining Silver Haze,0,0,0.25,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,0.774193548,0.709677419,,,1,,,,,,,0.806451613,,,,,,0.888888889,,,,1,,,,,sativa
1680,Shipwreck,1,0,0.04,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.460869565,,,0.727678571,,,1,1,0.953125,,0.013043478,,0.829181495,,,,,0.454347826,,,0.839857651,0.613839286,,,0.640625,,,0.839857651,0.786476868,sativa
1681,Shishkaberry,1,1,0.8,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85491477,,,,1,,,0.119052716,0.443819864,,,0.547856999,0.183054739,0.357279859,0.088618187,,,0.992547861,1,0.828600797,,0.459743013,,,,0.676104972,indica
1682,Shiskaquine,1,0,0.41,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.573770492,0.173076923,,,,0.475409836,,,,0.615384615,,0.327868852,,,,,0.62295082,,,,,,,1,1,,,,,0.615384615,0.384615385,hybrid
1683,Shiva Skunk,1,0,0.85,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0.53125,,,0.745583039,,,0.658303887,0.69269103,,,0.005580357,,,,0.455830389,,,0.061941964,,,0.563122924,1,1,,0.577385159,,,0.542358804,0.705980066,indica
1684,Shoreline,2,0,0.5,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029850746,,0.935458167,1,0.815835984,,,0.975298805,,,0.167495854,,,,0.899964652,,0.799929304,0.204809287,,,0.83187251,0.871332626,1,,,,,,0.774501992,hybrid
1685,Shurman,0,0,0.45,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,0.25,,0.583333333,1,,,,,,0.285714286,0.25,1,,,,,,1,1,,0.416666667,,0.857142857,0.714285714,,hybrid
1686,Sierra Mist,0,0,0.65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,0.5,,,0.2,0.114285714,,,1,,,,0.333333333,,0.166666667,0.142857143,0.5,,0.166666667,,,,0.971428571,0.666666667,,1,,,0.333333333,,indica
1687,Silver Back,2,0,0.42,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,0.803418803,,,0.207207207,0.837606838,,0.214285714,0.846846847,,,0.888888889,0.5,,,,,0.27027027,0.948717949,0.252252252,,1,,,,,hybrid
1688,Silver Bubble,1,0,0.47,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.033149171,,0.990384615,1,,,,0.850961538,,,,,0.971153846,,0.952879581,0.215469613,0.835078534,0.022099448,,,1,0.989528796,,,0.952879581,,,,1,hybrid
1689,Silver Haze,0,0,0.5,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.416708412,,0.658090566,1,0.697880138,,,1,,,0.508766564,,,,0.729079682,,,0.639418691,,,0.953831459,0.807445631,0.937680719,,0.951111562,,,,0.726939608,hybrid
1690,Silver Kush,0,0,0.3,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,0.009576595,,,1,,,,0.70645866,,,,0.548030313,0.575988257,,0.633597165,0.028729786,,0.009576595,,0.58769049,1,0.888363851,0.594626886,,0.705776728,,,,,sativa
1691,Silver Pearl,0,0,0.5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,0.610054348,,0.105421687,,,1,0.698369565,,,1,,,0.15060241,,0.366666667,,,0.060240964,,,,,0.566666667,0.911684783,0.633333333,,0.546195652,,,,0.333333333,hybrid
1692,Silver Surfer,0,0,0.375,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,0.666666667,0.127659574,0.80952381,,0.571428571,0.722222222,,,1,,,0.085106383,,0.759259259,,0.523809524,,,0.255319149,,,0.888888889,,,,,,,,0.851851852,hybrid
1693,Silver Train,2,0,0.21,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.717391304,0.133333333,1,,,,0.266666667,,,,,0.066666667,,0.434782609,0.928571429,0.630434783,0.142857143,,,1,,0.133333333,,0.5,,,,,sativa
1694,Silverback Gorilla,2,0,0.72,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.873301913,0.723568575,,,0.921693216,,,0.680239842,0.939977821,,0.575442993,0.006924101,,,,,,,0.020772304,,,0.949958414,1,1,,0.641220691,,,,0.595370114,indica
1695,Silverfalls Kush,2,0,0.5,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,,,0.5,,,,1,,,,,,1,,,,,0.5,0.5,,1,1,,0.5,,,,0.5,hybrid
1696,Silverhawks OG,0,0,0.02,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,0.125,0.851851852,,0.981481481,,,,1,0.944444444,,,,0.875,,1,,,0.125,,,0.9375,,0.875,,1,,,0.875,,sativa
1697,Sin City Kush,2,0,0.846100206,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,0.933333333,,0.866666667,,,0.266666667,0.875,1,,0.8125,,0.866666667,,,1,0.066666667,,0.066666667,0.9375,,0.2,0.5,,,,,,,,indica
1698,Sin Valley OG,0,0,0.6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,0.854296389,,0.857585139,0.966539197,0.263862333,,,1,,,0.845579078,,,,,,,0.845579078,0.841300191,,0.765737874,1,0.857585139,,0.894837476,,,,0.963880289,hybrid
